Source_Component,Source_Pin,Source_Pin_Name,Net_Name,Destination_Component,Destination_Pin,Destination_Pin_Name,Signal_Type,Voltage_Domain,Differential_Pair_Name,Direction,Source_Document,Human_Review_Status,Notes
J1,A15,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A18,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A20,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A23,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A24,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A27,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A28,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A31,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B4,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B7,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B13,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B16,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B18,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B21,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B22,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B25,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B26,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B29,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B32,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,PCI-SIG_CEM_3.0;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,1,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,3,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,9,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,15,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,21,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,27,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,33,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,39,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,45,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,51,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,57,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,71,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,73,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J2,75,GND_PIN_SET,GND,J3,1,GND,GROUND,GND,,PASSIVE,M2_CONTROLLED_SPEC;INTERFACE_DEFINITION;NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A2,P12V_PIN_SET,P12V_SLOT,C1,1,POS,POWER_DECOUPLING,12V,,POWER,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A3,P12V_PIN_SET,P12V_SLOT,C1,1,POS,POWER_DECOUPLING,12V,,POWER,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B1,P12V_PIN_SET,P12V_SLOT,C1,1,POS,POWER_DECOUPLING,12V,,POWER,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B2,P12V_PIN_SET,P12V_SLOT,C1,1,POS,POWER_DECOUPLING,12V,,POWER,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B3,P12V_PIN_SET,P12V_SLOT,C1,1,POS,POWER_DECOUPLING,12V,,POWER,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
C1,2,NEG,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS25947_REV_C,Engineering_Assumption,Return directly to the eFuse input ground region
J1,A2,P12V_PIN_SET,P12V_SLOT,D2,1,CATHODE,OPTIONAL_TVS,12V,,POWER,PCI-SIG_CEM_3.0;LITTELFUSE_SMBJ_DATASHEET;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A3,P12V_PIN_SET,P12V_SLOT,D2,1,CATHODE,OPTIONAL_TVS,12V,,POWER,PCI-SIG_CEM_3.0;LITTELFUSE_SMBJ_DATASHEET;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B1,P12V_PIN_SET,P12V_SLOT,D2,1,CATHODE,OPTIONAL_TVS,12V,,POWER,PCI-SIG_CEM_3.0;LITTELFUSE_SMBJ_DATASHEET;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B2,P12V_PIN_SET,P12V_SLOT,D2,1,CATHODE,OPTIONAL_TVS,12V,,POWER,PCI-SIG_CEM_3.0;LITTELFUSE_SMBJ_DATASHEET;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B3,P12V_PIN_SET,P12V_SLOT,D2,1,CATHODE,OPTIONAL_TVS,12V,,POWER,PCI-SIG_CEM_3.0;LITTELFUSE_SMBJ_DATASHEET;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
D2,2,ANODE,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,LITTELFUSE_SMBJ_DATASHEET,Pending_Human_Verification,DNP footprint only
J1,A2,P12V_PIN_SET,P12V_SLOT,R1,1,TOP,ANALOG_DIVIDER,12V,,ANALOG,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,A3,P12V_PIN_SET,P12V_SLOT,R1,1,TOP,ANALOG_DIVIDER,12V,,ANALOG,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B1,P12V_PIN_SET,P12V_SLOT,R1,1,TOP,ANALOG_DIVIDER,12V,,ANALOG,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B2,P12V_PIN_SET,P12V_SLOT,R1,1,TOP,ANALOG_DIVIDER,12V,,ANALOG,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
J1,B3,P12V_PIN_SET,P12V_SLOT,R1,1,TOP,ANALOG_DIVIDER,12V,,ANALOG,PCI-SIG_CEM_3.0;TI_TPS25947_REV_C;NVIDIA_SP-10900-001_v1.2_Table_2-8;Controlled_CEM_Review_Required,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
R1,2,BOTTOM,EFUSE_EN_UVLO,U1,1,EN_UVLO,ANALOG_CONTROL,12V,,ANALOG,TI_TPS25947_REV_C,Pending_Human_Verification,Divider threshold is a Power Design Freeze blocker
U1,1,EN_UVLO,EFUSE_EN_UVLO,R2,1,TOP,ANALOG_CONTROL,12V,,ANALOG,TI_TPS25947_REV_C,Pending_Human_Verification,R2 value waits for controlled slot operating limits
R2,2,BOTTOM,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS25947_REV_C,Pending_Human_Verification,Do not populate final value before UVLO tolerance review
U1,2,OVCSEL,EFUSE_OVCSEL,R3,1,TOP,ANALOG_CONTROL,12V,,ANALOG,TI_TPS25947_REV_C,Pending_Human_Verification,R3 value waits for the controlled transient envelope and clamp coordination
R3,2,BOTTOM,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS25947_REV_C,Pending_Human_Verification,OVCSEL setting is a Power Design Freeze blocker
U1,6,OUT,P12V_PROTECTED,R4,1,TOP,ANALOG_DIVIDER,12V,,ANALOG,TI_TPS25947_REV_C,Pending_Human_Verification,R4 value waits for approved PG threshold
R4,2,BOTTOM,EFUSE_PGTH,U1,4,PGTH,ANALOG_CONTROL,12V,,ANALOG,TI_TPS25947_REV_C,Pending_Human_Verification,PGTH setting is not frozen
U1,4,PGTH,EFUSE_PGTH,R5,1,TOP,ANALOG_CONTROL,12V,,ANALOG,TI_TPS25947_REV_C,Pending_Human_Verification,R5 value waits for approved PG threshold
R5,2,BOTTOM,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS25947_REV_C,Pending_Human_Verification,PGTH setting is not frozen
U1,7,DVDT,EFUSE_DVDT,C2,1,POS,ANALOG_TIMING,ANALOG_CTRL,,ANALOG,TI_TPS25947_REV_C,Pending_Human_Verification,C2 value must follow confirmed slot inrush review
C2,2,NEG,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS25947_REV_C,Pending_Human_Verification,dVdt capacitor remains a Power Design Freeze blocker
U1,9,ILM,EFUSE_ILM,R6,1,TOP,ANALOG_CONTROL,ANALOG_CTRL,,ANALOG,TI_TPS25947_REV_C,Pending_Human_Verification,RILM uses the TI equation only after slot and downstream coordination
R6,2,BOTTOM,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS25947_REV_C,Pending_Human_Verification,No preliminary ILIM value is released
U1,10,ITIMER,EFUSE_ITIMER,C3,1,POS,ANALOG_TIMING,ANALOG_CTRL,,ANALOG,TI_TPS25947_REV_C,Pending_Human_Verification,ITIMER value must coordinate SOA inrush and fault behavior
C3,2,NEG,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS25947_REV_C,Pending_Human_Verification,ITIMER remains a Power Design Freeze blocker
J3,1,GND,GND,U1,8,GND,GROUND,GND,,PASSIVE,TI_TPS25947_REV_C;INTERFACE_DEFINITION,Engineering_Assumption,U1 ground pin function is official; board-ground routing is project-defined
FB1,2,OUT,P3V3_AUX,R7,1,TOP,PULLUP,3V3,,POWER,TI_TPS25947_REV_C;TELEMETRY_POWER_ARCHITECTURE,Engineering_Assumption,PG pull-up is available only after the local 3.3 V rail starts
R7,2,BOTTOM,PGOOD_12V,U1,3,PG,OPEN_DRAIN_POWER_GOOD,3V3,,OUTPUT,TI_TPS25947_REV_C,Engineering_Assumption,PGOOD_12V is an internal diagnostic and does not enable U2
U1,6,OUT,P12V_PROTECTED,C4,1,POS,POWER_DECOUPLING,12V,,POWER,TI_TPS543620_REV_C,Engineering_Assumption,C4 is one of two local 10 uF input ceramics
U1,6,OUT,P12V_PROTECTED,C5,1,POS,POWER_DECOUPLING,12V,,POWER,TI_TPS543620_REV_C,Engineering_Assumption,C5 is one of two local 10 uF input ceramics
U1,6,OUT,P12V_PROTECTED,C6,1,POS,HF_DECOUPLING,12V,,POWER,TI_TPS543620_REV_C,Engineering_Assumption,C6 is a local VIN high-frequency bypass
U1,6,OUT,P12V_PROTECTED,C7,1,POS,HF_DECOUPLING,12V,,POWER,TI_TPS543620_REV_C,Engineering_Assumption,C7 is a local VIN high-frequency bypass
C4,2,NEG,GND,J3,1,GND,POWER_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Close the VIN to PGND high-di-dt loop
C5,2,NEG,GND,J3,1,GND,POWER_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Close the VIN to PGND high-di-dt loop
C6,2,NEG,GND,J3,1,GND,POWER_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Close the VIN to PGND high-di-dt loop
C7,2,NEG,GND,J3,1,GND,POWER_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Close the VIN to PGND high-di-dt loop
U2,1,SYNC_FSEL,BUCK_FSEL,R8,1,TOP,ANALOG_CONTROL,ANALOG_CTRL,,ANALOG,TI_TPS543620_REV_C,Engineering_Assumption,11.8 kOhm selects the 1 MHz Rev A starting point
R8,2,BOTTOM,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Use one percent tolerance or better
U2,2,MODE,BUCK_MODE,R9,1,TOP,ANALOG_CONTROL,ANALOG_CTRL,,ANALOG,TI_TPS543620_REV_C,Engineering_Assumption,11.3 kOhm selects High current limit CRAMP 4 pF and 1 ms soft-start
R9,2,BOTTOM,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Use one percent tolerance or better
U1,6,OUT,P12V_PROTECTED,R10,1,TOP,ANALOG_DIVIDER,12V,,ANALOG,TI_TPS543620_REV_C,Engineering_Assumption,R10 16.9 kOhm follows the TI 3.3 V reference starting point
R10,2,BOTTOM,BUCK_EN,U2,7,EN,ANALOG_CONTROL,12V,,ANALOG,TI_TPS543620_REV_C,Engineering_Assumption,Verify eFuse ramp and buck EN interaction in startup simulation
U2,7,EN,BUCK_EN,R11,1,TOP,ANALOG_CONTROL,12V,,ANALOG,TI_TPS543620_REV_C,Engineering_Assumption,R11 6.04 kOhm follows the TI 3.3 V reference starting point
R11,2,BOTTOM,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Final threshold requires tolerance review
U2,6,BP5,BP5,C8,1,POS,LOCAL_DECOUPLING,5V_INTERNAL,,POWER,TI_TPS543620_REV_C,Engineering_Assumption,C8 is the official 2.2 uF reference value
C8,2,NEG,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Route to quiet AGND
U2,14,BOOT,BUCK_BOOT,C9,1,POS,BOOTSTRAP,BOOTSTRAP,,POWER,TI_TPS543620_REV_C,Engineering_Assumption,C9 is the official 0.1 uF reference value
C9,2,NEG,SW_3V3,U2,10,SW,BOOTSTRAP,12V_SWITCHING,,POWER,TI_TPS543620_REV_C,Engineering_Assumption,U2 BOOT/SW functions and reference value are official; this connection requires local layout audit
RSH1,I2,FORCE_OUT,P3V3_NVME,R12,1,TOP,REMOTE_FEEDBACK,3V3,,ANALOG,TI_TPS543620_REV_C;VISHAY_WSK2512_DATASHEET;VISHAY_WSK2512_30108_REV_2023-12-11,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
RSH1,I2,FORCE_OUT,P3V3_NVME,C10,1,TOP,FEED_FORWARD,3V3,,ANALOG,TI_TPS543620_REV_C;VISHAY_WSK2512_DATASHEET;VISHAY_WSK2512_30108_REV_2023-12-11,Engineering_Assumption,Exact pin uses a public-source baseline; governing controlled specification or footprint cross-probe review remains open
R12,2,BOTTOM,BUCK_FB,U2,4,FB,REMOTE_FEEDBACK,ANALOG_CTRL,,ANALOG,TI_TPS543620_REV_C,Engineering_Assumption,Remote-sense routing and loop behavior require simulation and layout review
R12,2,BOTTOM,BUCK_FB,R13,1,TOP,REMOTE_FEEDBACK,ANALOG_CTRL,,ANALOG,TI_TPS543620_REV_C,Engineering_Assumption,R13 closes the feedback divider to quiet ground
R12,2,BOTTOM,BUCK_FB,C10,2,BOTTOM,FEED_FORWARD,ANALOG_CTRL,,ANALOG,TI_TPS543620_REV_C,Engineering_Assumption,C10 33 pF follows the official 3.3 V reference starting point
R13,2,BOTTOM,GND,J3,1,GND,GROUND_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Route to quiet AGND without load-current sharing
FB1,2,OUT,P3V3_AUX,R14,1,TOP,PULLUP,3V3,,POWER,TI_TPS543620_REV_C;TELEMETRY_POWER_ARCHITECTURE,Engineering_Assumption,R14 provides the open-drain PGOOD pull-up
R14,2,BOTTOM,PGOOD_3V3,U2,3,PGOOD,OPEN_DRAIN_POWER_GOOD,3V3,,OUTPUT,TI_TPS543620_REV_C,Engineering_Assumption,TP6 is the authoritative observation point
U2,3,PGOOD,PGOOD_3V3,Q1,1,GATE,LOGIC_CONTROL,3V3,,OUTPUT,TI_TPS543620_REV_C;DIODES_2N7002_DATASHEET,Engineering_Assumption,Q1 buffers the visual indicator from the PGOOD node
J3,1,GND,GND,U2,5,AGND,GROUND,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,U2 AGND function is official; local quiet-ground topology is project-defined
J3,1,GND,GND,U2,9,PGND,GROUND,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,U2 PGND function is official; board-ground routing is project-defined
J3,1,GND,GND,U2,11,PGND,GROUND,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,U2 PGND function is official; board-ground routing is project-defined
L1,2,POWER_OUT,P3V3_PRE_SENSE,C11,1,POS,OUTPUT_DECOUPLING,3V3,,POWER,TI_TPS543620_REV_C;COILCRAFT_XGL5050_DATASHEET,Engineering_Assumption,C11 is one of four 22 uF output capacitors before the shunt
L1,2,POWER_OUT,P3V3_PRE_SENSE,C12,1,POS,OUTPUT_DECOUPLING,3V3,,POWER,TI_TPS543620_REV_C;COILCRAFT_XGL5050_DATASHEET,Engineering_Assumption,C12 is one of four 22 uF output capacitors before the shunt
L1,2,POWER_OUT,P3V3_PRE_SENSE,C13,1,POS,OUTPUT_DECOUPLING,3V3,,POWER,TI_TPS543620_REV_C;COILCRAFT_XGL5050_DATASHEET,Engineering_Assumption,C13 is one of four 22 uF output capacitors before the shunt
L1,2,POWER_OUT,P3V3_PRE_SENSE,C14,1,POS,OUTPUT_DECOUPLING,3V3,,POWER,TI_TPS543620_REV_C;COILCRAFT_XGL5050_DATASHEET,Engineering_Assumption,C14 is one of four 22 uF output capacitors before the shunt
C11,2,NEG,GND,J3,1,GND,POWER_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Effective capacitance remains a simulation and derating gate
C12,2,NEG,GND,J3,1,GND,POWER_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Effective capacitance remains a simulation and derating gate
C13,2,NEG,GND,J3,1,GND,POWER_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Effective capacitance remains a simulation and derating gate
C14,2,NEG,GND,J3,1,GND,POWER_RETURN,GND,,PASSIVE,TI_TPS543620_REV_C,Engineering_Assumption,Effective capacitance remains a simulation and derating gate
