Component,Symbol_Name,Pin_Number,Pin_Name,Pin_Type,Voltage_Domain,Source_Document,Human_Review_Status,Notes
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,41,PCIE_TX0_N,OUTPUT,PCIE_HS,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,42,SMB_DATA_UNUSED,BIDIRECTIONAL,UNCONNECTED,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,43,PCIE_TX0_P,OUTPUT,PCIE_HS,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,44,ALERT_N_UNUSED,OUTPUT,UNCONNECTED,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,45,GND,POWER,GND,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,46,NC_46,PASSIVE,UNDEFINED,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,47,PCIE_RX0_N,INPUT,PCIE_HS,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,48,NC_48,PASSIVE,UNDEFINED,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,49,PCIE_RX0_P,INPUT,PCIE_HS,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,50,PERST_N,INPUT,PCIE_SIDEBAND,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,51,GND,POWER,GND,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,52,CLKREQ_N,BIDIRECTIONAL,PCIE_SIDEBAND,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,53,REFCLK_N,INPUT,PCIE_CLOCK,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,54,PEWAKE_N,BIDIRECTIONAL,PCIE_SIDEBAND,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,55,REFCLK_P,INPUT,PCIE_CLOCK,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,56,NC_56,PASSIVE,UNDEFINED,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,57,GND,POWER,GND,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,58,NC_58,PASSIVE,UNDEFINED,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,67,NC_67,PASSIVE,UNDEFINED,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,68,SUSCLK_UNUSED,OUTPUT,UNCONNECTED,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,69,NC_69,PASSIVE,UNDEFINED,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,70,P3V3_NVME,POWER_IN,3V3,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,71,GND,POWER,GND,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,72,P3V3_NVME,POWER_IN,3V3,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,73,GND,POWER,GND,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,74,P3V3_NVME,POWER_IN,3V3,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
J2,M2_M_KEY_REVA_PUBLIC_BASELINE,75,GND,POWER,GND,NVIDIA_SP-10900-001_v1.2_Table_2-13;Controlled_M2_Review_Required,Engineering_Assumption,Public NVIDIA secondary-source pin; exact Amphenol contact geometry is official but governing M.2 logical review remains open
RSH1,WSK2512_4T,I1,FORCE_IN,PASSIVE,3V3,VISHAY_WSK2512_30108_REV_2023-12-11,Engineering_Assumption,Vishay electrical labels are official; input/output orientation is a project convention pending footprint cross-probe
RSH1,WSK2512_4T,E1,SENSE_IN,PASSIVE,3V3,VISHAY_WSK2512_30108_REV_2023-12-11,Engineering_Assumption,Vishay electrical labels are official; input/output orientation is a project convention pending footprint cross-probe
RSH1,WSK2512_4T,I2,FORCE_OUT,PASSIVE,3V3,VISHAY_WSK2512_30108_REV_2023-12-11,Engineering_Assumption,Vishay electrical labels are official; input/output orientation is a project convention pending footprint cross-probe
RSH1,WSK2512_4T,E2,SENSE_OUT,PASSIVE,3V3,VISHAY_WSK2512_30108_REV_2023-12-11,Engineering_Assumption,Vishay electrical labels are official; input/output orientation is a project convention pending footprint cross-probe
U1,TPS259472L_RPW,1,EN_UVLO,INPUT,ANALOG_CTRL,TI_TPS25947_REV_C,Confirmed_Official,Exact TPS259472L RPW pin verified against TI table 5-1
U1,TPS259472L_RPW,2,OVCSEL,INPUT,ANALOG_CTRL,TI_TPS25947_REV_C,Confirmed_Official,TPS259472x function verified against TI table 5-1; clamp selection remains a design calculation
U1,TPS259472L_RPW,3,PG,OPEN_DRAIN,ANALOG_CTRL,TI_TPS25947_REV_C,Confirmed_Official,TPS259472x open-drain PG function verified against TI table 5-1
U1,TPS259472L_RPW,4,PGTH,INPUT,ANALOG_CTRL,TI_TPS25947_REV_C,Confirmed_Official,TPS259472x PG threshold function verified against TI table 5-1
U1,TPS259472L_RPW,5,IN,POWER_IN,12V,TI_TPS25947_REV_C,Confirmed_Official,Exact RPW package pin verified against TI table 5-1
U1,TPS259472L_RPW,6,OUT,POWER_OUT,12V,TI_TPS25947_REV_C,Confirmed_Official,Exact RPW package pin verified against TI table 5-1
U1,TPS259472L_RPW,7,DVDT,ANALOG,ANALOG_CTRL,TI_TPS25947_REV_C,Confirmed_Official,Exact RPW package pin verified against TI table 5-1
U1,TPS259472L_RPW,8,GND,POWER,GND,TI_TPS25947_REV_C,Confirmed_Official,Exact RPW package pin verified against TI table 5-1
U1,TPS259472L_RPW,9,ILM,ANALOG,ANALOG_CTRL,TI_TPS25947_REV_C,Confirmed_Official,Exact RPW package pin verified against TI table 5-1
U1,TPS259472L_RPW,10,ITIMER,ANALOG,ANALOG_CTRL,TI_TPS25947_REV_C,Confirmed_Official,Exact RPW package pin verified against TI table 5-1
U2,TPS543620_RPY,1,SYNC_FSEL,INPUT,ANALOG,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,2,MODE,INPUT,ANALOG,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,3,PGOOD,OPEN_DRAIN,3V3,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,4,FB,INPUT,ANALOG,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,5,AGND,POWER,GND,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,6,BP5,POWER_OUT,5V_INTERNAL,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,7,EN,INPUT,12V,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,8,VIN,POWER_IN,12V,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,9,PGND,POWER,GND,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,10,SW,POWER_OUT,12V_SWITCHING,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,11,PGND,POWER,GND,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,12,VIN,POWER_IN,12V,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,13,SW,POWER_OUT,12V_SWITCHING,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U2,TPS543620_RPY,14,BOOT,INPUT,BOOTSTRAP,TI_TPS543620_REV_C,Confirmed_Official,Verified against TI table 5-1
U3,INA238_DGS,1,A1,INPUT,3V3,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U3,INA238_DGS,2,A0,INPUT,3V3,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U3,INA238_DGS,3,ALERT,OPEN_DRAIN,3V3,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U3,INA238_DGS,4,SDA,BIDIRECTIONAL,3V3,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U3,INA238_DGS,5,SCL,INPUT,3V3,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U3,INA238_DGS,6,VS,POWER_IN,3V3,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U3,INA238_DGS,7,GND,POWER,GND,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U3,INA238_DGS,8,VBUS,INPUT,3V3,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U3,INA238_DGS,9,IN_N,INPUT,3V3,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U3,INA238_DGS,10,IN_P,INPUT,3V3,TI_INA238_REV_B,Confirmed_Official,Verified against TI table 4-1
U4,TMP1075_D,1,SDA,BIDIRECTIONAL,3V3,TI_TMP1075_REV_F,Confirmed_Official,Verified for SOIC package against TI table 5-1
U4,TMP1075_D,2,SCL,INPUT,3V3,TI_TMP1075_REV_F,Confirmed_Official,Verified for SOIC package against TI table 5-1
U4,TMP1075_D,3,ALERT,OPEN_DRAIN,3V3,TI_TMP1075_REV_F,Confirmed_Official,Verified for SOIC package against TI table 5-1
U4,TMP1075_D,4,GND,POWER,GND,TI_TMP1075_REV_F,Confirmed_Official,Verified for SOIC package against TI table 5-1
U4,TMP1075_D,5,A2,INPUT,3V3,TI_TMP1075_REV_F,Confirmed_Official,Verified for SOIC package against TI table 5-1
U4,TMP1075_D,6,A1,INPUT,3V3,TI_TMP1075_REV_F,Confirmed_Official,Verified for SOIC package against TI table 5-1
U4,TMP1075_D,7,A0,INPUT,3V3,TI_TMP1075_REV_F,Confirmed_Official,Verified for SOIC package against TI table 5-1
U4,TMP1075_D,8,V_PLUS,POWER_IN,3V3,TI_TMP1075_REV_F,Confirmed_Official,Verified for SOIC package against TI table 5-1
U5,ADP198_CP8,1,VOUT,POWER_OUT,3V3_SENSE,ADI_ADP198_REV_G,Confirmed_Official,Connect VOUT pins 1 and 2 together per ADI table 5
U5,ADP198_CP8,2,VOUT,POWER_OUT,3V3_SENSE,ADI_ADP198_REV_G,Confirmed_Official,Connect VOUT pins 1 and 2 together per ADI table 5
U5,ADP198_CP8,3,GND,POWER,GND,ADI_ADP198_REV_G,Confirmed_Official,Verified against ADI table 5
U5,ADP198_CP8,4,SEL1,INPUT,3V3,ADI_ADP198_REV_G,Confirmed_Official,Turn-on time select; strap remains Engineering_Assumption
U5,ADP198_CP8,5,SEL0,INPUT,3V3,ADI_ADP198_REV_G,Confirmed_Official,Turn-on time select; strap remains Engineering_Assumption
U5,ADP198_CP8,6,EN,INPUT,3V3,ADI_ADP198_REV_G,Confirmed_Official,Enable input verified against ADI table 5
U5,ADP198_CP8,7,VIN,POWER_IN,3V3,ADI_ADP198_REV_G,Confirmed_Official,Connect VIN pins 7 and 8 together per ADI table 5
U5,ADP198_CP8,8,VIN,POWER_IN,3V3,ADI_ADP198_REV_G,Confirmed_Official,Connect VIN pins 7 and 8 together per ADI table 5
U5,ADP198_CP8,EP,GND,POWER,GND,ADI_ADP198_REV_G,Confirmed_Official,Exposed pad must connect to ground per ADI table 5
J3,I2C_DEBUG_1X4,1,GND,POWER,GND,INTERFACE_DEFINITION,Engineering_Assumption,Project-defined pinout
J3,I2C_DEBUG_1X4,2,SCL,BIDIRECTIONAL,3V3,INTERFACE_DEFINITION,Engineering_Assumption,Project-defined pinout
J3,I2C_DEBUG_1X4,3,SDA,BIDIRECTIONAL,3V3,INTERFACE_DEFINITION,Engineering_Assumption,Project-defined pinout
J3,I2C_DEBUG_1X4,4,3V3_SENSE,OUTPUT,3V3,INTERFACE_DEFINITION,Engineering_Assumption,Sense only through U5 reverse-current blocker and RISO1; never use as a supply input
Q1,2N7002_SOT23,1,GATE,INPUT,3V3,DIODES_2N7002_REV_40,Confirmed_Official,Exact SOT-23 terminal map; local symbol orientation must still be audited
Q1,2N7002_SOT23,2,SOURCE,POWER,GND,DIODES_2N7002_REV_40,Confirmed_Official,Exact SOT-23 terminal map; source connects to board ground
Q1,2N7002_SOT23,3,DRAIN,OUTPUT,3V3,DIODES_2N7002_REV_40,Confirmed_Official,Exact SOT-23 terminal map; drain sinks the indicator branch
